SRR1930034	SRR1930035	SRR1930036	SRR1930037	SRR1930038	SRR1930039
ENSMUSG00000096529	0	0	0	0	0	0
ENSMUSG00000073184	0	0	0	0	0	0
ENSMUSG00000099759	0	7	4	0	2	2
ENSMUSG00000101813	0	0	0	0	0	0
ENSMUSG00000091071	1	1	0	1	1	1
ENSMUSG00000085642	56	40	51	65	48	48
ENSMUSG00000069755	94	75	62	89	66	106
ENSMUSG00000073179	6	5	5	5	6	9
ENSMUSG00000090370	12	8	6	8	4	6
ENSMUSG00000092229	1	0	2	1	5	1
ENSMUSG00000052632	504	640	545	484	518	541
ENSMUSG00000062352	234	194	232	270	208	213
ENSMUSG00000092373	6	8	5	5	7	4
ENSMUSG00000054309	573	613	581	701	616	583
ENSMUSG00000070166	0	1	0	2	2	0
ENSMUSG00000062054	75	70	79	107	73	72
ENSMUSG00000052593	367	329	355	396	337	364
ENSMUSG00000088997	1	0	0	0	0	0
ENSMUSG00000076432	2964	2827	3179	3324	3250	2995
ENSMUSG00000097055	56	45	58	77	39	56
ENSMUSG00000109975	44	53	53	48	35	51
ENSMUSG00000091105	1	0	0	0	2	0
ENSMUSG00000094691	0	0	0	0	0	0
ENSMUSG00000093846	0	0	0	0	0	0
ENSMUSG00000092597	0	0	0	0	0	0
ENSMUSG00000095344	0	0	0	0	0	0
ENSMUSG00000094697	0	0	0	0	0	0
ENSMUSG00000095261	0	0	0	0	0	0
ENSMUSG00000073164	11	8	11	17	18	20
ENSMUSG00000096441	0	0	0	0	0	0
ENSMUSG00000092465	0	0	0	0	0	0
ENSMUSG00000092472	0	0	0	0	0	0
ENSMUSG00000096701	0	0	0	0	0	0
ENSMUSG00000096618	0	0	0	0	0	0
ENSMUSG00000095564	0	1	0	0	0	0
ENSMUSG00000071362	0	0	0	0	0	0
ENSMUSG00000095329	0	0	0	0	0	0
ENSMUSG00000073158	1	4	5	1	2	2
ENSMUSG00000096279	0	0	1	0	0	1
ENSMUSG00000057160	12	10	18	9	15	9
ENSMUSG00000059669	313	300	306	360	330	308
ENSMUSG00000020656	241	256	271	381	332	298
ENSMUSG00000066553	42	30	27	44	27	29
ENSMUSG00000020653	144	128	155	186	150	164
ENSMUSG00000062563	132	137	140	206	200	160
ENSMUSG00000020649	18	17	18	37	24	18
ENSMUSG00000089203	0	1	0	0	0	0
ENSMUSG00000020646	777	856	846	1031	711	856
ENSMUSG00000036333	7987	8181	8310	10237	8375	8676
ENSMUSG00000020644	1814	1724	1865	2797	1904	1957
ENSMUSG00000102431	0	0	0	0	0	0
ENSMUSG00000089441	0	0	0	1	0	0
ENSMUSG00000020642	649	662	663	784	666	669
ENSMUSG00000098771	3	0	5	0	1	3
ENSMUSG00000020641	34	25	18	17	19	17
ENSMUSG00000020638	455	469	512	568	423	484
ENSMUSG00000094002	504	540	547	564	434	464
ENSMUSG00000063632	1021	1186	1152	1035	1044	1033
ENSMUSG00000077344	0	0	0	0	0	0
ENSMUSG00000088937	0	0	0	0	0	0
ENSMUSG00000077792	0	0	0	0	0	1
ENSMUSG00000020633	1	1	1	8	4	5
ENSMUSG00000102012	0	0	1	1	0	3
ENSMUSG00000020636	1	2	3	9	4	8
ENSMUSG00000036655	6	7	5	8	7	14
ENSMUSG00000061477	1730	1248	2029	2195	1530	1419
ENSMUSG00000020630	147	162	151	181	146	159
ENSMUSG00000020629	139	171	151	157	160	114
ENSMUSG00000098579	1	0	0	0	0	0
ENSMUSG00000020628	1286	1330	1358	1440	1273	1289
ENSMUSG00000036613	670	580	705	842	684	632
ENSMUSG00000089583	0	0	0	0	0	0
ENSMUSG00000061911	3369	4414	3859	4187	3725	3930
ENSMUSG00000020674	1486	1348	1391	1683	1511	1486
ENSMUSG00000020673	4	3	3	7	3	5
ENSMUSG00000085472	0	0	1	1	0	1
ENSMUSG00000020672	116	71	71	101	77	93
ENSMUSG00000102098	0	0	0	1	0	0
ENSMUSG00000088872	0	0	0	0	0	0
ENSMUSG00000100674	0	0	0	0	0	0
ENSMUSG00000092653	0	0	0	0	0	0
ENSMUSG00000043061	480	480	502	590	449	481
ENSMUSG00000054204	13	17	10	15	8	7
ENSMUSG00000044573	815	898	953	1181	1048	1067
ENSMUSG00000020669	47	50	68	46	55	50
ENSMUSG00000077292	0	0	0	0	0	0
ENSMUSG00000036136	0	0	1	3	0	0
ENSMUSG00000095953	0	0	0	0	0	0
ENSMUSG00000065200	0	0	0	1	0	0
ENSMUSG00000002900	235	256	237	256	266	215
ENSMUSG00000020664	1268	1604	1636	1664	1530	1429
ENSMUSG00000001225	2	0	1	4	0	0
ENSMUSG00000091040	0	0	0	1	0	0
ENSMUSG00000020659	459	441	444	524	412	456
ENSMUSG00000099851	0	0	0	0	0	0
ENSMUSG00000101007	5	5	1	1	2	5
ENSMUSG00000020651	60	41	38	91	61	50
ENSMUSG00000020650	271	399	340	366	299	345
ENSMUSG00000020648	45	57	63	77	66	56
ENSMUSG00000035933	533	527	577	678	497	537
ENSMUSG00000044067	2469	2352	2432	3546	2431	2723
ENSMUSG00000088242	0	0	0	0	1	0
ENSMUSG00000002996	911	932	973	1148	1023	1069
ENSMUSG00000002997	1104	1294	1227	1281	1236	1135
ENSMUSG00000020573	70	58	52	102	59	66
ENSMUSG00000065645	2	1	1	2	0	1
ENSMUSG00000090946	455	430	450	547	481	441
ENSMUSG00000020572	1113	1111	1209	1488	1211	1231
ENSMUSG00000096954	126	172	154	129	127	141
ENSMUSG00000097494	20	20	23	27	20	21
ENSMUSG00000020570	301	426	354	384	336	394
ENSMUSG00000089136	0	0	0	0	0	0
ENSMUSG00000035860	6	9	8	10	12	14
ENSMUSG00000092931	0	0	0	0	0	0
ENSMUSG00000052125	360	371	333	329	271	329
ENSMUSG00000084979	4	9	8	11	6	5
ENSMUSG00000020564	488	530	521	525	492	488
ENSMUSG00000079143	5	5	6	7	4	11
ENSMUSG00000085664	7	7	4	12	7	18
ENSMUSG00000020562	12	8	7	14	8	12
ENSMUSG00000020561	219	228	233	317	201	217
ENSMUSG00000077750	0	0	0	0	0	0
ENSMUSG00000046518	0	0	0	0	0	0
ENSMUSG00000035799	11	8	9	18	14	10
ENSMUSG00000004698	1056	1252	1204	1126	1103	962
ENSMUSG00000095406	2	1	1	0	1	2
ENSMUSG00000052376	1	0	3	1	1	4
ENSMUSG00000077264	0	0	0	0	0	0
ENSMUSG00000092305	1	2	1	1	1	0
ENSMUSG00000089043	0	0	0	0	0	0
ENSMUSG00000020590	1804	2008	1894	2212	1808	1905
ENSMUSG00000076253	0	0	0	0	0	0
ENSMUSG00000105488	0	0	0	0	0	0
ENSMUSG00000065195	0	0	0	0	0	0
ENSMUSG00000019256	322	312	296	342	293	276
ENSMUSG00000036231	0	0	0	0	0	1
ENSMUSG00000020581	5	1	0	2	1	3
ENSMUSG00000020577	2000	1900	1907	2443	2011	1919
ENSMUSG00000059301	9	9	7	22	17	15
ENSMUSG00000020547	763	762	766	915	733	808
ENSMUSG00000036188	979	893	1033	1167	1007	1029
ENSMUSG00000020545	1	0	1	0	1	1
ENSMUSG00000036169	9	5	2	5	11	8
ENSMUSG00000088906	0	1	0	1	0	0
ENSMUSG00000091007	4	3	3	4	1	3
ENSMUSG00000043153	61	81	90	97	102	91
ENSMUSG00000092998	0	0	0	0	0	0
ENSMUSG00000105215	0	0	0	0	0	0
ENSMUSG00000101067	0	0	0	0	0	0
ENSMUSG00000036144	0	1	0	0	0	0
ENSMUSG00000050103	52	77	82	101	89	87
ENSMUSG00000036095	1466	1747	1520	1932	1661	1545
ENSMUSG00000004151	1583	1923	1748	1814	1521	1381
ENSMUSG00000077700	0	0	0	0	0	0
ENSMUSG00000077269	0	0	0	0	0	0
ENSMUSG00000047446	1053	1079	985	1439	1135	1097
ENSMUSG00000086315	4	5	1	2	3	3
ENSMUSG00000002565	1	2	2	2	0	2
ENSMUSG00000071342	5	6	5	10	7	7
ENSMUSG00000090387	10	18	18	28	14	30
ENSMUSG00000001627	725	754	753	1082	769	815
ENSMUSG00000090582	18	19	21	26	8	28
ENSMUSG00000089371	2	1	0	3	1	2
ENSMUSG00000035983	14	11	16	16	13	19
ENSMUSG00000055917	326	332	380	437	334	361
ENSMUSG00000035954	2394	3107	2837	2783	2680	2725
ENSMUSG00000056899	37	33	39	56	52	41
ENSMUSG00000077613	2	0	2	0	0	2
ENSMUSG00000036295	2156	1888	2040	2479	1837	1860
ENSMUSG00000093214	0	0	0	0	0	0
ENSMUSG00000065004	0	0	0	0	0	0
ENSMUSG00000014905	510	570	612	587	630	551
ENSMUSG00000093618	0	0	0	0	0	0
ENSMUSG00000036257	2772	2772	2826	3684	2771	2894
ENSMUSG00000020598	9865	11894	10795	12834	11637	11349
ENSMUSG00000046314	1554	1746	1588	1793	1655	1700
ENSMUSG00000081636	5	4	3	4	1	8
ENSMUSG00000086012	4	4	5	2	4	4
ENSMUSG00000088852	0	0	0	0	0	0
ENSMUSG00000089226	0	0	0	0	0	0
ENSMUSG00000092404	0	0	0	0	0	0
ENSMUSG00000064800	0	0	0	0	0	0
ENSMUSG00000021047	1142	1857	1643	1254	1250	1279
ENSMUSG00000089227	1	0	0	0	0	0
ENSMUSG00000104308	0	0	0	1	0	0
ENSMUSG00000091277	24	29	12	18	21	24
ENSMUSG00000108639	0	0	0	0	0	0
ENSMUSG00000064616	0	0	0	0	0	0
ENSMUSG00000098099	2	4	2	4	2	2
ENSMUSG00000020950	742	801	771	830	747	709
ENSMUSG00000089922	153	194	161	145	132	185
ENSMUSG00000104861	45	66	70	62	59	72
ENSMUSG00000045946	24	33	19	26	32	22
ENSMUSG00000100844	1	3	2	2	1	1
ENSMUSG00000089025	0	0	0	0	0	0
ENSMUSG00000098219	1	0	0	3	0	0
ENSMUSG00000002688	225	236	241	280	242	225
ENSMUSG00000088966	0	0	0	0	0	0
ENSMUSG00000046620	0	0	0	0	0	0
ENSMUSG00000035293	473	550	545	595	477	506
ENSMUSG00000020952	569	560	604	782	597	601
ENSMUSG00000020953	563	542	524	731	710	696
ENSMUSG00000020954	2373	2595	2552	3089	2598	2649
ENSMUSG00000020955	411	383	427	554	385	417
ENSMUSG00000089346	5	3	2	4	1	9
ENSMUSG00000035247	5154	5527	5496	6324	5450	5504
ENSMUSG00000035181	275	224	247	301	260	245
ENSMUSG00000097159	3	5	2	3	0	5
ENSMUSG00000020956	171	141	168	157	154	146
ENSMUSG00000035148	0	0	1	0	0	0
ENSMUSG00000035142	60	65	54	78	67	68
ENSMUSG00000035133	5103	5501	4991	6321	4766	4818
ENSMUSG00000100315	0	0	0	0	0	0
ENSMUSG00000064663	0	0	0	0	0	0
ENSMUSG00000064489	0	0	0	0	0	0
ENSMUSG00000061603	9140	9978	9683	10330	9238	9357
ENSMUSG00000070192	0	0	1	0	0	0
ENSMUSG00000021010	264	336	282	298	236	273
ENSMUSG00000099407	0	1	1	0	2	0
ENSMUSG00000035105	92	69	50	72	55	44
ENSMUSG00000064605	0	0	0	0	0	0
ENSMUSG00000088386	0	0	0	0	0	0
ENSMUSG00000044408	67	81	82	100	79	60
ENSMUSG00000106344	0	0	0	0	0	0
ENSMUSG00000093322	0	0	0	0	0	0
ENSMUSG00000054302	493	678	635	679	550	632
ENSMUSG00000096349	16	5	4	18	13	5
ENSMUSG00000072255	48	86	47	104	65	68
ENSMUSG00000096214	0	0	0	0	0	0
ENSMUSG00000094826	0	2	0	0	0	0
ENSMUSG00000096659	0	0	0	0	0	0
ENSMUSG00000093815	0	0	0	0	0	0
ENSMUSG00000095590	0	0	0	0	0	0
ENSMUSG00000096206	1	0	0	1	0	0
ENSMUSG00000005656	580	528	641	778	581	582
ENSMUSG00000062929	807	894	966	1033	790	837
ENSMUSG00000035021	132	105	99	145	157	139
ENSMUSG00000098026	2	2	0	0	1	3
ENSMUSG00000092233	0	0	0	0	0	0
ENSMUSG00000088922	0	0	0	0	0	0
ENSMUSG00000062198	134	149	132	130	117	184
ENSMUSG00000073079	0	0	0	0	1	1
ENSMUSG00000095595	0	0	1	0	1	0
ENSMUSG00000079108	179	184	179	238	194	203
ENSMUSG00000094103	1	0	2	0	0	0
ENSMUSG00000021022	164	164	177	263	180	191
ENSMUSG00000021023	113	103	136	138	117	137
ENSMUSG00000021024	447	451	480	498	414	473
ENSMUSG00000059033	37	73	56	92	79	49
ENSMUSG00000021025	227	459	395	389	475	433
ENSMUSG00000063129	2	3	3	3	1	5
ENSMUSG00000045440	14	12	6	14	13	13
ENSMUSG00000021027	5879	5873	5978	7281	5747	6387
ENSMUSG00000046747	5	3	4	8	5	6
ENSMUSG00000092949	0	0	0	0	0	0
ENSMUSG00000012076	942	982	922	1155	984	1010
ENSMUSG00000065244	0	0	0	0	0	0
ENSMUSG00000093300	0	0	0	0	0	0
ENSMUSG00000077455	0	0	0	0	0	0
ENSMUSG00000088389	0	0	0	0	0	0
ENSMUSG00000021028	301	309	300	373	290	331
ENSMUSG00000066491	46	33	53	47	37	31
ENSMUSG00000001496	1	0	1	0	0	1
ENSMUSG00000098172	0	0	0	0	0	0
ENSMUSG00000077177	0	0	0	0	0	0
ENSMUSG00000092515	1	0	0	0	0	0
ENSMUSG00000104155	0	0	0	0	0	1
ENSMUSG00000058669	0	0	0	0	1	1
ENSMUSG00000089894	0	0	0	0	0	0
ENSMUSG00000001497	1	3	2	1	0	1
ENSMUSG00000035472	4	4	9	4	5	3
ENSMUSG00000079104	168	166	170	232	187	159
ENSMUSG00000047022	113	126	134	141	107	131
ENSMUSG00000078982	2	2	3	2	3	2
ENSMUSG00000086372	3	1	0	1	1	1
ENSMUSG00000084793	0	1	0	0	0	0
ENSMUSG00000103704	0	0	0	0	0	0
ENSMUSG00000035451	0	0	0	0	0	0
ENSMUSG00000046782	4	0	3	3	2	0
ENSMUSG00000085851	0	0	0	0	0	0
ENSMUSG00000066489	0	1	0	0	1	0
ENSMUSG00000035431	159	150	147	255	181	159
ENSMUSG00000045930	67	37	75	88	36	36
ENSMUSG00000097443	17	19	16	23	19	20
ENSMUSG00000020986	2656	2560	2774	3417	2739	2893
ENSMUSG00000060121	55	46	60	71	63	67
ENSMUSG00000065232	2	0	1	1	0	1
ENSMUSG00000020993	329	456	440	439	421	402
ENSMUSG00000020994	1008	1461	1119	1171	1214	1217
ENSMUSG00000066487	3	1	0	1	5	5
ENSMUSG00000060566	17	20	47	13	27	40
ENSMUSG00000035349	2	0	0	3	0	6
ENSMUSG00000021000	921	905	1032	1252	1013	969
ENSMUSG00000077505	2	4	5	4	5	5
ENSMUSG00000035329	1378	1296	1378	1758	1333	1397
ENSMUSG00000098820	0	0	0	0	0	0
ENSMUSG00000098229	0	0	0	0	0	0
ENSMUSG00000077586	0	0	0	0	0	0
ENSMUSG00000077603	0	0	0	0	0	0
ENSMUSG00000089603	0	0	0	0	0	0
ENSMUSG00000102199	0	0	0	0	0	0
ENSMUSG00000098029	17	15	8	10	11	15
ENSMUSG00000100476	0	0	0	0	0	0
ENSMUSG00000035653	1577	1741	1592	2025	1866	1876
ENSMUSG00000084664	8	7	10	7	7	11
ENSMUSG00000088468	0	0	0	0	0	0
ENSMUSG00000080349	0	0	0	0	0	0
ENSMUSG00000091396	0	0	0	0	0	0
ENSMUSG00000098200	0	1	0	0	0	0
ENSMUSG00000058933	0	0	0	0	0	0
ENSMUSG00000064958	0	0	0	0	0	0
ENSMUSG00000043060	0	0	0	0	0	0
ENSMUSG00000077703	0	0	0	0	0	0
ENSMUSG00000091905	9	5	3	3	3	3
ENSMUSG00000047227	79	93	81	97	91	100
ENSMUSG00000020948	426	432	429	524	447	410
ENSMUSG00000035614	1898	1990	1975	2385	2185	2180
ENSMUSG00000035597	742	947	848	869	857	983
ENSMUSG00000087790	4	2	0	2	1	2
ENSMUSG00000020949	984	938	1036	1321	974	1100
ENSMUSG00000055884	421	467	438	519	438	469
ENSMUSG00000047534	23	35	37	31	31	35
ENSMUSG00000035560	3	3	0	2	2	3
ENSMUSG00000077590	0	0	0	0	0	0
ENSMUSG00000088441	0	0	0	0	0	0
ENSMUSG00000077218	0	0	0	0	0	0
ENSMUSG00000077270	0	0	0	0	0	0
ENSMUSG00000060499	0	0	0	0	0	0
ENSMUSG00000034912	816	1137	1018	970	938	1184
ENSMUSG00000088019	1	1	2	1	2	1
ENSMUSG00000065233	0	0	0	0	0	0
ENSMUSG00000084448	0	0	0	0	0	0
ENSMUSG00000084660	0	0	0	0	0	0
ENSMUSG00000083191	0	1	0	0	0	0
ENSMUSG00000089071	0	0	0	0	0	0
ENSMUSG00000034892	557	363	524	656	467	477
ENSMUSG00000099021	21	9	22	14	35	572
ENSMUSG00000106279	0	0	0	0	0	0
ENSMUSG00000105788	0	0	0	0	0	0
ENSMUSG00000034883	1	0	0	2	1	0
ENSMUSG00000049751	32	43	170	313	845	68
ENSMUSG00000043998	495	492	538	638	517	503
ENSMUSG00000020973	109	102	106	139	113	124
ENSMUSG00000097061	267	267	253	410	291	279
ENSMUSG00000020974	11	18	10	20	10	15
ENSMUSG00000051890	268	268	321	400	315	333
ENSMUSG00000085539	9	14	5	11	6	6
ENSMUSG00000020978	2291	2225	2433	2847	2323	2236
ENSMUSG00000020982	1573	1737	1757	2042	1633	1825
ENSMUSG00000105145	0	0	0	0	0	0
ENSMUSG00000099250	124	566	195	419	122	76
ENSMUSG00000105398	0	0	0	0	0	0
ENSMUSG00000052673	0	2	1	0	3	2
ENSMUSG00000044147	1039	952	983	1167	1030	1020
ENSMUSG00000095776	0	0	0	0	0	0
ENSMUSG00000049882	124	115	142	143	116	109
ENSMUSG00000034801	950	1003	1066	1096	981	1030
ENSMUSG00000065919	3	1	1	2	0	1
ENSMUSG00000020988	290	347	357	418	371	337
ENSMUSG00000054894	130	173	144	188	141	163
ENSMUSG00000020990	255	353	361	308	316	310
ENSMUSG00000076065	0	1	1	1	0	2
ENSMUSG00000020992	54	80	82	84	93	82
ENSMUSG00000034761	1283	1339	1324	1477	1277	1450
ENSMUSG00000097329	22	28	22	18	27	24
ENSMUSG00000021066	2114	2166	2315	2664	2445	2146
ENSMUSG00000078370	10	16	21	17	10	28
ENSMUSG00000065327	417	201	484	149	138	212
ENSMUSG00000079076	21	29	30	28	16	28
ENSMUSG00000021067	272	239	297	266	269	272
ENSMUSG00000089153	0	0	0	0	0	0
ENSMUSG00000021068	1977	2231	2086	2266	2174	2335
ENSMUSG00000090121	11	3	1	8	9	8
ENSMUSG00000021069	55	66	52	63	64	60
ENSMUSG00000085298	3	2	0	2	1	2
ENSMUSG00000021071	6349	5719	5524	6558	6050	5792
ENSMUSG00000021072	493	530	537	621	509	497
ENSMUSG00000088068	0	0	0	0	0	0
ENSMUSG00000048285	948	973	942	712	777	941
ENSMUSG00000088686	0	0	0	0	0	0
ENSMUSG00000021076	1762	1680	1905	2245	1832	1909
ENSMUSG00000060073	896	1166	865	1525	670	1221
ENSMUSG00000085622	64	73	69	90	77	59
ENSMUSG00000048118	1342	1808	1598	1523	1560	1632
ENSMUSG00000021078	4	2	1	2	6	6
ENSMUSG00000021079	180	186	209	246	187	213
ENSMUSG00000034601	270	272	264	276	278	301
ENSMUSG00000044548	194	221	208	162	194	168
ENSMUSG00000087109	1	0	2	2	2	2
ENSMUSG00000100668	0	0	0	0	0	1
ENSMUSG00000084463	0	1	0	0	0	0
ENSMUSG00000034574	1573	1811	1686	1866	1670	1777
ENSMUSG00000098224	20	18	19	24	22	34
ENSMUSG00000043398	144	120	128	137	136	104
ENSMUSG00000019718	28	34	23	35	36	37
ENSMUSG00000005078	519	554	485	702	522	483
ENSMUSG00000021086	1	3	2	4	1	0
ENSMUSG00000095382	0	0	1	0	0	0
ENSMUSG00000021087	7657	8032	7100	8536	7403	6740
ENSMUSG00000021090	15	24	18	30	23	20
ENSMUSG00000106138	0	0	0	0	0	0
ENSMUSG00000034501	485	609	573	635	563	579
ENSMUSG00000109482	0	0	0	0	0	0
ENSMUSG00000021094	208	208	240	222	221	221
ENSMUSG00000021096	3177	3145	3240	3784	2978	3124
ENSMUSG00000021098	97	76	102	162	131	142
ENSMUSG00000021099	0	0	0	0	0	1
ENSMUSG00000097010	0	0	0	0	0	0
ENSMUSG00000102197	0	0	0	0	0	0
ENSMUSG00000051367	12	3	11	11	11	17
ENSMUSG00000034460	77	91	95	62	139	114
ENSMUSG00000021103	266	270	316	424	289	299
ENSMUSG00000077785	0	0	0	0	0	1
ENSMUSG00000034442	199	171	231	260	212	189
ENSMUSG00000044712	129	151	123	141	137	170
ENSMUSG00000056359	0	0	0	0	0	0
ENSMUSG00000034435	6	3	8	5	6	4
ENSMUSG00000021108	54	55	57	77	50	50
ENSMUSG00000021109	1937	2166	2097	2261	2099	2057
ENSMUSG00000087700	39	38	30	39	27	31
ENSMUSG00000066457	0	0	0	0	0	0
ENSMUSG00000021113	304	396	370	424	378	387
ENSMUSG00000044912	1502	1511	1533	2005	1566	1673
ENSMUSG00000100192	3	1	0	3	3	1
ENSMUSG00000071265	382	418	390	610	485	570
ENSMUSG00000029878	804	1012	890	1483	1461	1399
ENSMUSG00000079061	0	1	0	0	1	0
ENSMUSG00000034402	1561	1961	1468	1869	1951	1959
ENSMUSG00000046768	118	58	63	100	69	67
ENSMUSG00000048982	0	1	0	0	0	0
ENSMUSG00000021051	1163	1437	1293	1454	1288	1327
ENSMUSG00000100259	0	0	1	0	0	1
ENSMUSG00000045690	13	15	14	13	13	16
ENSMUSG00000021054	1025	1087	1149	1343	1095	1047
ENSMUSG00000063450	1027	969	1022	1027	899	961
ENSMUSG00000092922	0	0	0	0	0	0
ENSMUSG00000021055	16	17	27	4	6	2
ENSMUSG00000046580	3	2	4	3	3	1
ENSMUSG00000021056	0	0	0	0	0	0
ENSMUSG00000021048	451	408	458	519	434	457
ENSMUSG00000021057	2555	3115	2790	2956	2983	2938
ENSMUSG00000056459	154	156	133	161	141	151
ENSMUSG00000033454	377	426	400	392	415	435
ENSMUSG00000097323	9	5	4	9	6	13
ENSMUSG00000059970	1066	1117	1098	1310	1247	1102
ENSMUSG00000052221	8	10	12	8	14	6
ENSMUSG00000077791	0	0	0	0	0	0
ENSMUSG00000073000	3	6	5	10	13	8
ENSMUSG00000092738	0	0	0	0	0	0
ENSMUSG00000052609	216	195	221	209	196	175
ENSMUSG00000021061	4661	4952	5067	4574	4093	4163
ENSMUSG00000088356	0	2	1	1	0	2
ENSMUSG00000090258	76	59	56	84	68	66
ENSMUSG00000033373	276	274	291	300	315	306
ENSMUSG00000042808	2	6	0	2	2	5
ENSMUSG00000021062	4228	3765	4196	5833	4252	4583
ENSMUSG00000059436	787	873	876	994	966	925
ENSMUSG00000093114	0	0	0	0	0	0
ENSMUSG00000021065	1103	1165	1244	1448	1183	1196
ENSMUSG00000088002	1	2	1	0	0	0
ENSMUSG00000064833	0	0	0	1	1	1
ENSMUSG00000077707	0	0	0	0	0	0
ENSMUSG00000088039	0	0	0	0	0	0
ENSMUSG00000099418	0	0	3	1	0	1
ENSMUSG00000047454	1378	1475	1580	1766	1520	1629
ENSMUSG00000056987	6	15	15	9	8	11
ENSMUSG00000021112	1107	1191	1235	1532	1239	1245
ENSMUSG00000088822	0	0	0	0	0	1
ENSMUSG00000021114	4020	3983	4215	5075	4486	4026
ENSMUSG00000021116	556	614	540	826	590	621
ENSMUSG00000021118	4	4	9	8	5	10
ENSMUSG00000046157	453	340	464	527	524	358
ENSMUSG00000060716	409	412	533	439	340	393
ENSMUSG00000021120	136	116	141	180	120	141
ENSMUSG00000098601	0	0	0	0	0	0
ENSMUSG00000021125	41	52	32	81	48	60
ENSMUSG00000021124	1762	1502	1702	2360	1671	1696
ENSMUSG00000091534	6	10	15	22	13	14
ENSMUSG00000091507	8	8	7	8	7	9
ENSMUSG00000066441	451	484	533	596	522	524
ENSMUSG00000021123	16	10	10	57	23	21
ENSMUSG00000066440	612	601	651	733	656	685
ENSMUSG00000059060	1	1	2	0	1	3
ENSMUSG00000101696	0	0	0	0	0	0
ENSMUSG00000021127	139	146	124	168	148	121
ENSMUSG00000097417	1	0	1	1	0	0
ENSMUSG00000097729	170	153	194	195	129	165
ENSMUSG00000015143	631	632	607	880	690	696
ENSMUSG00000049106	1864	1854	1867	2209	1942	2019
ENSMUSG00000105972	0	0	0	0	0	0
ENSMUSG00000088158	0	1	1	2	1	3
ENSMUSG00000032705	1395	1323	1403	1882	1538	1596
ENSMUSG00000097801	74	98	86	73	74	77
ENSMUSG00000021130	2157	2237	2212	2668	2115	2203
ENSMUSG00000089074	0	0	0	0	0	0
ENSMUSG00000021131	13	7	9	15	47	9
ENSMUSG00000048833	322	432	340	375	373	384
ENSMUSG00000044062	1	0	0	0	0	0
ENSMUSG00000066438	14	12	20	31	20	19
ENSMUSG00000062961	479	411	407	539	452	476
ENSMUSG00000097575	7	4	2	8	3	4
ENSMUSG00000021133	485	567	536	598	531	539
ENSMUSG00000097369	0	1	0	2	1	0
ENSMUSG00000065115	0	0	0	0	0	0
ENSMUSG00000101912	0	0	0	0	0	0
ENSMUSG00000021134	3779	4010	4334	4714	3973	4085
ENSMUSG00000021135	12	32	19	16	18	22
ENSMUSG00000021136	147	154	119	140	147	127
ENSMUSG00000092673	0	0	1	0	0	0
ENSMUSG00000079055	625	698	767	759	618	664
ENSMUSG00000098128	46	37	37	73	51	79
ENSMUSG00000021139	9	15	8	12	9	16
ENSMUSG00000091803	29	31	27	37	30	39
ENSMUSG00000067224	8	7	5	3	8	7
ENSMUSG00000072974	26	26	27	40	32	41
ENSMUSG00000049246	1	7	2	1	7	8
ENSMUSG00000072972	15	27	33	22	22	41
ENSMUSG00000099478	199	244	230	183	167	244
ENSMUSG00000090935	1221	1225	1430	1603	1326	1415
ENSMUSG00000088651	0	0	0	0	0	0
ENSMUSG00000091587	3	5	2	4	6	4
ENSMUSG00000091947	5	1	2	2	0	2
ENSMUSG00000008438	18	27	22	20	30	30
ENSMUSG00000002679	205	229	221	316	212	229
ENSMUSG00000090244	6	2	4	6	1	2
ENSMUSG00000089806	1	9	1	13	1	1
ENSMUSG00000042734	683	662	652	841	679	621
ENSMUSG00000042724	1945	2083	2121	2127	2119	2095
ENSMUSG00000021140	2967	3826	3231	3492	3413	3359
ENSMUSG00000064714	0	0	0	0	0	0
ENSMUSG00000042700	5934	6046	5657	6851	6165	6375
ENSMUSG00000094374	1	0	2	0	0	5
ENSMUSG00000091668	0	0	0	0	0	0
ENSMUSG00000084705	0	0	0	0	0	0
ENSMUSG00000021219	1035	1175	1137	1295	1196	1137
ENSMUSG00000104848	0	0	0	0	0	0
ENSMUSG00000077630	0	0	0	0	0	0
ENSMUSG00000100890	19	17	13	8	14	20
ENSMUSG00000102249	7	7	4	6	6	8
ENSMUSG00000102029	10	19	8	19	12	5
ENSMUSG00000104380	2	3	0	1	2	4
ENSMUSG00000103387	1	3	4	1	3	5
ENSMUSG00000021221	45	50	53	56	57	51
ENSMUSG00000021222	289	264	317	323	276	292
ENSMUSG00000042628	934	884	921	1118	940	973
ENSMUSG00000097703	7	4	7	8	5	1
ENSMUSG00000010608	2851	3607	3193	3314	3270	3490
ENSMUSG00000099708	71	60	77	54	49	77
ENSMUSG00000019969	765	877	863	890	844	799
ENSMUSG00000021223	131	121	140	86	92	115
ENSMUSG00000021224	1001	962	970	1090	1056	996
ENSMUSG00000046791	187	129	151	201	161	142
ENSMUSG00000096953	0	0	0	0	0	0
ENSMUSG00000090843	7	7	6	6	3	5
ENSMUSG00000021226	84	71	85	109	112	96
ENSMUSG00000072949	72	48	96	78	42	38
ENSMUSG00000052392	14	14	18	13	15	17
ENSMUSG00000097762	16	25	16	13	12	20
ENSMUSG00000021228	42	47	51	65	36	48
ENSMUSG00000042540	31	13	28	46	17	13
ENSMUSG00000044515	0	0	0	0	0	0
ENSMUSG00000043487	106	106	120	131	110	89
