Model Species,Model Gene symbol, Model Gene Name, Human Gene Symbol, Entrez Gene ID, MGI ID, ABA ID, Model ID, Primary Reference, Additional Reference, Model Summary
Mus musculus,Shank3,SH3/ankyrin domain gene 3,SHANK3,58234,http://www.informatics.jax.org/marker/MGI:1930016,http://mouse.brain-map.org/brain/Shank3.html?ispopup=81,"SHANK3_1_CN_KO_HM,SHANK3_2_CN_KO_HT,SHANK3_4_KO_HM,SHANK3_5_KO_HM,SHANK3_6_KO_HM,SHANK3_3_CN_KO_HT,SHANK3_7_KO_HM,SHANK3_2_CN_KO_HT_IGF1_H,SHANK3_2_CN_KO_HT_IGF1_L,SHANK3_2_CN_KO_HT_pIGF1,SHANK3_8_KO_HM,SHANK3_9_KO_HT,SHANK3_9_KO_HT_HSV-CA-Rac1,SHANK3_9_KO_HT_TATcofilin-1,SHANK3_9_KO_HT_TATcofilin-2,SHANK3_9_KO_HT_TATcofilin-3,SHANK3_10_KI_HM,SHANK3_11_KI_HT,SHANK3_12_KI_HM_reversed,SHANK3_13_cKO_HM,SHANK3_14_cKO_HT,SHANK3_15_KI_HM,SHANK3_16_KI_HT,SHANK3_17_KI_HM,SHANK3_18_KI_HT,SHANK3_8_KO_HM_TG003,SHANK3_8_KO_HT,SHANK3_8_KO_HT_TG003,SHANK3_19_KO_HM,SHANK3_19_KO_HM_CDPPB-1,SHANK3_19_KO_HM_CDPPB-2,SHANK3_19_KO_HM_MPEP,SHANK3_19_KO_HT,SHANK3_20_CKO_HM_NAc,SHANK3_4_KO_HT",21167025,"2,142,316,521,558,420,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Specific deficits in synaptic function and plasticity, along with reduced reciprocal social interactions in Shank3 heterozygous mice."
Mus musculus,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",SLC1A2,20511,http://www.informatics.jax.org/marker/MGI:101931,,"SLC1A2_1_cKO_HM,SLC1A2_2_cKO_HM,SLC1A2_2_cKO_HM-Desloratadine,SLC1A2_2_cKO_HM-Fluoxetine-1,SLC1A2_2_cKO_HM-Fluoxetine-2,SLC1A2_2_cKO_HM-Kainate,SLC1A2_2_cKO_HM-Memantine,SLC1A2_3_cKO_HM",25662838,25662838,"Slc1a2 complete knockouts die prematurely, often due to spontaneous seizures and do not reach adulthood, they also demonstrate neuronal degeneration. The conditional KO, specific to astrocytes and activated in adolescent mice, show increased repetitive and stereotypic behavior"
Mus musculus,Slc25a12,"solute carrier family 25 (Mitochondrial carrier, Aralar), member 12",SLC25A12,78830,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=62810,http://mouse.brain-map.org/brain/Slc25a12.html?ispopup=82,"SLC25A12_1_KO_HM,SLC25A12_2_KO_HT,SLC25A12_3_KO_HM,SLC25A12_4_KO_HT",15987682,20015484,Impaired motor functions with myelination defects
Mus musculus,Slc30a3,"Solute carrier family 30 (zinc transporter), member 3",Slc30a3,22784,http://www.informatics.jax.org/marker/MGI:1345280,http://www.brain-map.org/highlights/21404,"Slc30a3_1_cKO_HM,Slc30a3_1_cKO_HM_MC",27352957,,Absence of Slc30a3 in mice results in autism-like symptoms including deficits in social interaction and increase in repetitive behaviors
Mus musculus,SLC33A1,Solute carrier family 33 member 1,SLC33A1,11416,http://www.informatics.jax.org/marker/MGI:1332247,http://mouse.brain-map.org/gene/show/11205,"SLC33A1_1_TG,SLC33A1_1_TG_REVERSED",27242167,,"Chromosomal duplications affecting the 3q25.31 locus harboring AT-1/ SLC33A1 have been associated with autism spectrum disorder (ASD) and intellectual disability (SFARI Autism Database; http://sfari.org/; Sanders et al., 2011; Prasad et al., 2012; Krumm et al., 2013)"
Mus musculus,Slc4a10,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10",SLC4A10,94229,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=76304,http://mouse.brain-map.org/brain/Slc4a10.html?ispopup=83,SLC4A10_1_KO_HM,18165320,,lc4a10 is involved in the control of neuronal pH and excitability and may contribute to the secretion of cerebrospinal fluid
Mus musculus,Slc6a3,"solute carrier family 6 (neurotransmitter transporter), member 3",SLC6A3,13162,http://www.informatics.jax.org/marker/MGI:94862,,"Slc6a3_1_KO_HM,Slc6a3_3_KO_HM,Slc6a3_3_KO_HM-Clz,Slc6a3_3_KO_HM_Hal,Slc6a3_3_KO_HM_Preg,Slc6a3_4_KI_HM-Val559,Slc6a3_5_KI_HT-Val559,Slc6a3_4_KI_HM-Val559_AMPH-1,Slc6a3_4_KI_HM-Val559_AMPH-2,Slc6a3_4_KI_HM-Val559_MPH-1,Slc6a3_5_KI_HT-Val559_AMPH-1,Slc6a3_5_KI_HT-Val559_AMPH-2,Slc6a3_5_KI_HT-Val559_MPH-1,Slc6a3_2_KO_HM",,"199,328,842,324,002,000,000,000,000,000,000,000,000","The dopamine transporter, Slc6a3 is knocked out in the model and homozygotes for targeted null mutations exhibit hyperactivity and impaired spatial cognitive function."
Mus musculus,Slc6a4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",SLC6A4,15567,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=10027,http://mouse.brain-map.org/brain/Slc6a4.html?ispopup=84,"SLC6A4_1_KO_HM,SLC6A4_KO_HM,SLC6A4_2_KO_HT,SLC6A4_3_KO_HT_Stress,SLC6A4_4_SERTAla56_HM",14625138,"20,470,877,204,708,700,000,000,000,000,000",Developmental loss of Slc6a4 produces altered behaviors in models of depression that are generally opposite to those produced by antidepressant treatment
Mus musculus,Slc9a6,"solute carrier family 9 (sodium/hydrogen exchanger), member 6",SLC9A6,236794,http://www.informatics.jax.org/marker/MGI:2443511,,"Slc9a6_2_KO_HM,Slc9a6_1_KO_HM,Slc9a6_3_KO_HT",24035762,"2,196,491,926,515,650",Slc9a6 null mice have dendritic abnormalities with decrease in synapse numbers
Mus musculus,Slitrk5,"SLIT and NTRK-like family, member 5",SLITRK5,75409,http://www.informatics.jax.org/marker/MGI:2679448,,"SLITRK5_1_KO_HM,SLITRK5_2_KO_HT",20418887,,"SLITRK5 knock out mice have developmental and behavioral abnormalities, like skin lesions and increased anxiety"
Mus musculus,St8sia2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",ST8SIA2,20450,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=26656,http://mouse.brain-map.org/brain/St8sia2.html?ispopup=85,ST8SIA2_1_KO_HM,15140899,24057454,ST8Sia-II-deficient mice exhibited higher exploratory drive and reduced behavioral responses to Pavlovian fear conditioning
Mus musculus,Stat1,Signal transducer and activator of transcription 1,STAT1,20846,http://www.informatics.jax.org/marker/MGI:103063,http://mouse.brain-map.org/experiment/2635,"Stat1_1_CKO_HM_Myeloid,Stat1_2_CKO_HM_Gabaergic",27409813,,"Stat1 conditional knockout from gabaergic neurons causes mice to be impaired in socialibility, Stat1 homozygous null mice have impaired growth and are susceptible to viral diseases"
Mus musculus,Stk39,"Seine/threonin kinase 39, STE20/SPS1 homolog (yeast)",STK39,53416,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=46451,http://mouse.brain-map.org/brain/Stk39.html?ispopup=86,STK39_1_KO_HM,19307180,,Demonstration of redundancy of kinases in dorsal root ganglion neurons
Mus musculus,Syn1,Synapsin I,SYN1,20964,,,SYN1_1_KO_HM,23280234,,involvement of Syns in generation of the behavioral traits of ASD
Mus musculus,Syn2,Synapsin II,SYN2,20965,,,SYN2_1_KO_HM,23280234,,Syn knockout mice as a useful experimental model of ASD and epilepsy
Mus musculus,Syn3,Syapsin III,SYN3,27204,,,SYN3_1_KO_HM,23280234,,Syn knockout mice as a useful experimental model of ASD and epilepsy
Mus musculus,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),SYNGAP1,240057,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=105322,http://mouse.brain-map.org/brain/Syngap1.html?ispopup=87,"SYNGAP1_1_KO_HT,SYNGAP1_2_KO_HM,SYNGAP1_4_KO_HT,SYNGAP1_5_KO_HM,SYNGAP1_3_CN_KO_HM,Syngap1_6_CN_KO_HT,Syngap1_7_CN_KI_HT,SYNGAP1_8_KO_HT,SYNGAP1_9_KO_FMR1_DM",12598599,"125,985,991,914,522,000,000,000,000,000,000,000,000,000,000,000",Notable behavioral as well as morphological phenotypes indicative of hippocampal dysfunction
Mus musculus,Tbr1,T-box brain gene1,TBR1,21375,http://www.informatics.jax.org/marker/MGI:107404,,"Tbr1_1_KO_HM,Tbr1_1_KO_HM_golli-lacZ,Tbr1_2_KO_HT,Tbr1_2_KO_HT_Cycloserine-1,Tbr1_2_KO_HT_Cycloserine-2,Tbr1_2_KO_HT_miRNAs,Tbr1_3_KO_HT,Tbr1_3_KO_HT_CQ,Tbr1_1_KO_HM_tau-lacz",11239428,"112,394,281,196,789,000,000,000,000,000,000,000,000",Mice homozygous for the targeted null allele die shortly after birth and have disrupted forebrain morphology and hypoplastic olfactory bulb.
Mus musculus,Tbx1,T-box1,TBX1,21380,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=13762,http://mouse.brain-map.org/gene/show/36001,TBX1_1_KO_HT,16900388,21908517,Tbx1 plays a major role in the molecular etiology and phenotypes of 22q11.2 hemizygosity associated ASD
Mus musculus,Tert,Telomerase reverse transcriptase,TERT,,http://www.informatics.jax.org/marker/MGI:1202709,,"TERT_1_Tg_HM,TERT_1_Tg_HM_Memantine",26696493,,"Tragenic mice overexpressing TERT have impaired social behavior and social memory, show reduced anxiety and have increased susceptibility to seizures"
Mus musculus,Thra,thyroid hormone receptor alpha,THRA,21833,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=14123,http://mouse.brain-map.org/brain/Thra.html?ispopup=88,THRA_1_KO_HM,20580649,,"Unliganded Thra leads to a depressive and anxious phenotype, which is responsive to continuous T3-substitution and that an iatrogeneously induced hyperthyreoidism by continuous T3-administration leads to a hypolocomotive and depressive phenotype."
Mus musculus,Top3b,Topoisomerase (DNA) III beta,TOP3B,8940,http://www.informatics.jax.org/marker/MGI:1333803,,"Top3b_1_KO_HM,Top3b_1_KO_HT",11331780,23912945,Top3Beta KO mice have abnormal synapse formation and reduced synaptophysin in pre and post synaptic vesicles
Mus musculus,Tph2,Tryptophan hydroxylase 2,TPH2,216343,http://www.informatics.jax.org/marker/MGI:2651811,,"TPH2_1_KO_HM,TPH2_2_KO_HM,TPH2_3_KO_HT",23139830,25901271,"Tph2 nul mice have no brain TPH2 protein, therefore lack brain serotonin. They exhibit deficiencies in social interaction and ultrasonic vocalization and increase in repetitive behavior"
Mus musculus,Trpc6,"Transient receptor potential cation channel, subfamily C, member 6",TRPC6,22068,,,"TRPC6_1_KD-shRNA,TRPC6_1_KD-shRNA_WT-R,TRPC6_2_KO_HM,TRPC6_3_KO_HT",25385366,,
Mus musculus,Tsc1,Tuberous sclerosis 1,TSC1,64930,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=49599,http://mouse.brain-map.org/brain/Tsc1.html?ispopup=89,"TSC1_1_KO_HM,TSC1_2_KO_HT,TSC1_3_CN_KO_HM,TSC1_4_CN_KO_HM,TSC1_5_CN_KO_HM,TSC1_5_CN_KO_HM_RAPA,TSC1_6_CN_KO_HT,TSC1_5_CN_KO_HM_RAPA_C,TSC1_6_CN_KO_HT_RAPA_C,TSC1_7_KO_HT,TSC1_7_KO_HT_RAPA_H,TSC1_7_KO_HT_RAPA_L,TSC1_7_KO_HT_RAPA_M,TSC1_8_CN_KO_HM,TSC1_9_CN_KO_HM,TSC1_10_CN_KO,TSC1_10_CN_KO_Rapa",11875047,"118,750,472,106,290,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",Inhibition may benefit control of TSC hamartomas
Mus musculus,Tsc2,tuberous sclerosis 2,TSC2,22084,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=18445,http://mouse.brain-map.org/brain/Tsc2.html?ispopup=90,"TSC2_1_KO_HM,TSC2_2_KO_HT,TSC2_3_KO_HT,TSC2_4_DN_HM,TSC2_5_CN_KO_HM,TSC2_6_CN_KO_HT,TSC2_7_CN_KO_HM,TSC2_8_KO_HT,TSC2_8_KO_HT_RAPA_H,TSC2_8_KO_HT_RAPA_L,TSC2_8_KO_HT_RAPA_M,TSC2_10_KO_ATG7_DM,TSC2_10_KO_ATG7_DM_Rapa,TSC2_8_KO_HT_Rapa-2,TSC2_9_KO_HT_GFP-LC3",10491404,"208,824,012,106,290,000,000,000,000,000,000,000,000,000,000,000",To provide an alternative model for Tuberous Sclerosis (TSC)
Mus musculus,Tsc2,tuberous sclerosis 2,TSC2,22084,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=18445,http://mouse.brain-map.org/brain/Tsc2.html?ispopup=90,"TSC2_1_KO_HM,TSC2_2_KO_HT,TSC2_3_KO_HT,TSC2_4_DN_HM,TSC2_5_CN_KO_HM,TSC2_6_CN_KO_HT,TSC2_7_CN_KO_HM,TSC2_8_KO_HT,TSC2_8_KO_HT_RAPA_H,TSC2_8_KO_HT_RAPA_L,TSC2_8_KO_HT_RAPA_M,TSC2_10_KO_ATG7_DM,TSC2_10_KO_ATG7_DM_Rapa,TSC2_8_KO_HT_Rapa-2,TSC2_9_KO_HT_GFP-LC3",10491404,"208,824,012,106,290,000,000,000,000,000,000,000,000,000,000,000",To provide an alternative model for Tuberous Sclerosis (TSC)
Mus musculus,Tyr,Tyrosinase,TYR,22173,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=14347,http://mouse.brain-map.org/brain/Tyr.html?ispopup=91,TYR_1_Tg_HM,21093492,,"Mutant mice showed deficits in social interaction and interest, abnormalities in pup and juvenile ultrasonic vocalization communications, and exhibited a repetitive stereotypy. Abnormalities were also observed in the domain of sensory function."
Mus musculus,Uba6,ubiquitin-like modifier activating enzyme 6,UBA6,231380,http://www.informatics.jax.org/marker/MGI:1913894,http://mouse.brain-map.org/gene/show/87233,UBA6_1_CN_KO_HM,23499007,,"This data reveals an unanticipated role for Uba6 in neuronal development, spine architecture, mouse behavior, and turnover of Ube3a"
Mus musculus,Ube3a,ubiquitin protein ligase E3A,UBE3A,22215,http://www.informatics.jax.org/javawi2/servlet/WIFetch?page=markerDetail&key=25517,http://mouse.brain-map.org/brain/Ube3a.html?ispopup=92,"UBE3A_4_HT_m-p+,UBE3A_4_HT_p,UBE3A_1_KO_HM,UBE3A_5_Tg_HM,UBE3A_6_Tg_HM,UBE3A_3_HT_m,UBE3A_3_HT_m_THIP_H,UBE3A_3_HT_m_THIP_L,UBE3A_4_HT_m-p+_Apamin,UBE3A_10_CKO_HE_Nex-cre,UBE3A_11_KO_HE,UBE3A_11_KO_HE_Glutamatergic,UBE3A_13_CKO_HE_Mosaic,UBE3A_14_KO_HE,UBE3A_14_KO_HE_Gabaergic,UBE3A_15_CKO_HE_Gad2-cre,UBE3A_7_CKO_HE_Gad2-cre,UBE3A_8_CKO_HE_Nestin-cre,UBE3A_9_CKO_HE,UBE3A_2_KO_HM,UBE3A_3_HT_m+p-",9808466,"19,430,469,202,111,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","Deficiency of the maternal allele of Ube3a results in  impaired motor function, inducible seizures, learning deficits, abnormal hippocampal electroencephalographic recordings, and severely impaired long-term potentiation."
Mus musculus,Ube3b,ubiquitin protein ligase E3B,UBE3B,117146,http://www.informatics.jax.org/marker/MGI:1891295,http://mouse.brain-map.org/gene/show/78442,UBE3B_1_KO_HM,23200864,,Pleiotropic effects of UBE3B deficiency and reinforce the physiological importance of ubiquitination in neuronal development and function in mammals
Rattus norvegicus,Vldlr,very low density lipoprotein receptor,VLDLR,25696,,,R_VLDLR_1_OE,23110844,,Vldlr overexpression increases hypeactivity levels in rats as well as a deficit in spatial learning
Mus musculus,Wdfy3,WD repeat and FYVE domain containing 3,WDFY3,72145,http://www.informatics.jax.org/marker/MGI:1096875,http://mouse.brain-map.org/brain/Wdfy3.html?ispopup=25,"WDFY3_1_DISC_HM,WDFY3_2_DISC_HT,WDFY3_3_LACZ_HM,WDFY3_4_LACZ_HT",25198012,,"Homozygous disconnected mice display perinatal lethality, and neurodevelopmental anomalies"
